WKT,nama,deskripsi
"POLYGON ((106.8171109 -6.3718114, 106.7903792 -6.3657628, 106.7717923 -6.3622576, 106.7601193 -6.3574807, 106.7525662 -6.3431496, 106.7450131 -6.3711289, 106.7436398 -6.4011539, 106.73746 -6.4079775, 106.7292202 -6.4257184, 106.7354 -6.4359533, 106.7285336 -6.4611984, 106.7319668 -6.4796198, 106.7381466 -6.4919003, 106.7559994 -6.496676, 106.7573727 -6.5178248, 106.7676724 -6.5335154, 106.7759121 -6.5526162, 106.7862118 -6.5601199, 106.8054379 -6.5642128, 106.822604 -6.5696699, 106.8363369 -6.5642128, 106.84389 -6.5642128, 106.8514431 -6.539655, 106.8548764 -6.5239647, 106.8617428 -6.515096, 106.8692959 -6.4953115, 106.8830288 -6.4652921, 106.8919552 -6.446188, 106.8974484 -6.4223067, 106.8974484 -6.397742, 106.8947018 -6.3854592, 106.8747891 -6.3820473, 106.8514431 -6.3772706, 106.8335903 -6.3772706, 106.8171109 -6.3718114))",Depok,
