WKT,nama,deskripsi
"POLYGON ((106.7258345 -6.0899954, 106.7169081 -6.0940921, 106.7072951 -6.0981886, 106.6956221 -6.0981886, 106.6901289 -6.0981886, 106.6901289 -6.1077472, 106.6963088 -6.1138919, 106.6894423 -6.121402, 106.6866957 -6.1309601, 106.6915022 -6.1405181, 106.6860091 -6.145297, 106.6866957 -6.1582681, 106.6894423 -6.171239, 106.7024886 -6.1794309, 106.7169081 -6.18694, 106.7251479 -6.1958144, 106.7251479 -6.207419, 106.7182814 -6.2142452, 106.7162215 -6.2251668, 106.7299544 -6.2244842, 106.7430006 -6.2278972, 106.7457472 -6.2374534, 106.7491805 -6.2483746, 106.7546736 -6.2572479, 106.7533003 -6.2715814, 106.7533003 -6.2784067, 106.7615401 -6.2818193, 106.7684065 -6.2927396, 106.7732131 -6.3016121, 106.7766463 -6.3132144, 106.7855727 -6.3166268, 106.8006789 -6.3152618, 106.8102919 -6.3166268, 106.8047987 -6.3268638, 106.8006789 -6.3371007, 106.796559 -6.3487022, 106.7903792 -6.3657628, 106.8109786 -6.3657628, 106.8164717 -6.3562089, 106.8329512 -6.3562089, 106.8377577 -6.3439252, 106.8480574 -6.3377831, 106.8569838 -6.3473373, 106.8576704 -6.3562089, 106.8700301 -6.3534792, 106.8741499 -6.3616683, 106.881703 -6.3650804, 106.893376 -6.3705397, 106.9043623 -6.3637156, 106.9153487 -6.364398, 106.9180953 -6.3459725, 106.9201552 -6.3316411, 106.9215285 -6.3193567, 106.9222151 -6.3077545, 106.9180953 -6.2975171, 106.9105422 -6.2968346, 106.9098555 -6.2811368, 106.905049 -6.2708988, 106.9098555 -6.2558828, 106.916722 -6.2558828, 106.9215285 -6.25247, 106.9297682 -6.2517874, 106.9428145 -6.2517874, 106.9455611 -6.2313102, 106.9510542 -6.2203886, 106.9620406 -6.2115147, 106.968907 -6.196497, 106.9723402 -6.1657776, 106.9723402 -6.1459797, 106.9702803 -6.13847, 106.9695937 -6.1056989, 106.9641005 -6.0940921, 106.9524275 -6.0954576, 106.938008 -6.0988714, 106.9338881 -6.0940921, 106.9194685 -6.1016024, 106.9126021 -6.0975059, 106.8961226 -6.0968231, 106.8796431 -6.0961403, 106.8755232 -6.1070644, 106.8549239 -6.1173056, 106.8336379 -6.1234502, 106.8253981 -6.1166228, 106.8185317 -6.1152574, 106.808232 -6.1234502, 106.8041121 -6.1009197, 106.7931258 -6.0968231, 106.786946 -6.1077472, 106.7642867 -6.1036507, 106.7505538 -6.1016024, 106.7553603 -6.0824849, 106.7526137 -6.0756571, 106.7388808 -6.0886299, 106.7313277 -6.0818021, 106.7258345 -6.0899954))",DKI Jakarta,
